South Korea,17.99621434,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,18.64002396,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,18.84335282,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,19.73430276,,,,,,,,,,,,,,,,,,,,,,,,,,
Japan,19.75935966,,,,,,,,,,,,,,,,,,,,,,,,,,
U.K.,19.81237538,,,,,,,,,,,,,,,,,,,,,,,,,,
Saudi Arabia,20.91462669,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,22.44930402,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,23.01587519,,,,,,,,,,,,,,,,,,,,,,,,,,
France,23.56264134,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,24.17912566,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,24.28985461,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,24.89658125,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,25.69812671,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,27.3586791,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,28.65531112,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,29.71512923,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,29.80862298,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,General public services,Education,Health,Social protection,Public order and safety,Housing and community amenities,Economic affairs,Environmental protection,"Recreation, culture and religion",Defence,SUM,,,General public services,Education,Health,Social protection,Public order and safety,Housing and community amenities,Economic affairs,Environmental protection,"Recreation, culture and religion",Defence,
,,,Australia,3.772510191,5.732847424,8.137677485,10.64811263,2.028869104,0.673146693,5.868539671,0.903386349,0.912686796,2.37735731,41.05513365,,Australia,9.188887857,13.96377728,19.82133965,25.9361295,4.941815855,1.639616372,14.29428953,2.200422379,2.223075935,5.790645647,100
,,,Austria,5.799705766,4.96019632,10.09995474,21.95472269,1.405488116,0.301259926,9.326623128,0.432189286,1.204168616,0.596249515,56.0805581,,Austria,10.34174046,8.844769894,18.00972579,39.1485453,2.506194952,0.537191383,16.63076018,0.770657962,2.147212255,1.06320182,100
,,,Belgium,6.886170839,6.213065748,8.523976551,20.78921961,1.734846719,0.356427347,6.984314362,1.329967775,1.183628597,0.876558484,54.87817603,,Belgium,12.54810443,11.32156022,15.53254348,37.88249011,3.161268913,0.649488327,12.72694333,2.423491215,2.156829332,1.597280644,100
,,,Chile,2.386224092,4.037878236,5.760554832,15.97879379,1.621041173,0.829949199,2.329655444,0.154802316,0.275309807,0.76358791,34.1377968,,Chile,6.989976845,11.82817468,16.87441889,46.80675172,4.748523117,2.43117388,6.824270054,0.453463112,0.806466243,2.236781461,100
,,,Czechia,4.6347048,5.053025046,9.829920096,13.63649683,1.955222349,0.624713831,7.537982198,0.93163589,1.345323412,0.96467065,46.5136951,,Czechia,9.964172465,10.86352102,21.13338894,29.31716519,4.203541225,1.343075044,16.20594146,2.002928144,2.892316789,2.073949722,100
,,,Denmark,5.939019225,5.92980573,9.072235011,20.74847831,0.93616956,0.111150042,3.998853096,0.362619661,1.586446313,1.194265054,49.879042,,Denmark,11.90684301,11.88837133,18.18847084,41.59758783,1.876879591,0.222839168,8.017100843,0.726998046,3.180586975,2.394322357,100
,,,Estonia,3.836550654,5.91065405,6.491988151,13.47753786,1.826050552,0.461123877,4.825899882,0.554620718,2.051524227,2.035305387,41.47125535,,Estonia,9.251108078,14.2524117,15.65418769,32.49850467,4.403171633,1.111912029,11.63673451,1.337361778,4.946858273,4.907749643,100
,,,Finland,8.114049086,5.711230971,7.730268407,24.72433217,1.160118725,0.402530878,5.058564453,0.2309865,1.495228673,1.195624422,55.82293429,,Finland,14.53533246,10.23097593,13.84783603,44.29063518,2.078211652,0.721085129,9.061803213,0.413784232,2.678520382,2.141815791,100
,,,France,5.795010467,5.238122263,9.211476038,24.73852152,1.707992988,1.255256547,6.870379415,1.039639218,1.407687407,1.75291493,59.0170008,,France,9.819222239,8.875615826,15.60817377,41.91761898,2.894069447,2.126940593,11.64135643,1.761592768,2.38522356,2.970186398,100
,,,Germany,6.197929481,4.511299396,8.604901243,20.81256133,1.666809493,0.450925376,6.004367718,0.573332043,1.103650361,1.104617894,51.03039434,,Germany,12.14556454,8.84041649,16.86230599,40.78463748,3.266307295,0.883640782,11.76625773,1.123510901,2.162731399,2.164627391,100
,,,Greece,7.862242784,4.08594201,6.672162587,20.63411735,2.200546439,0.260054562,10.70521214,1.2049562,1.101375145,2.77630283,57.50291205,,Greece,13.67277326,7.105626246,11.60317339,35.88360417,3.826843477,0.452245899,18.61681742,2.095469876,1.915338035,4.828108232,100
,,,Hungary,8.008451451,5.006815893,5.627507995,13.10305851,1.832920883,0.765121087,9.192176906,0.713233484,2.997400004,1.107331869,48.35401808,,Hungary,16.56212197,10.35449812,11.63813933,27.09817928,3.790627864,1.582331969,19.01016145,1.475024232,6.198864382,2.290051402,100
,,,Iceland,7.034809607,7.689295971,8.940225677,13.23960918,1.649511201,0.621360588,5.994901977,0.727292805,3.266450711,0.082871665,49.24632938,,Iceland,14.28494204,15.61394741,18.15409552,26.8844589,3.349510961,1.261739901,12.17329708,1.476846729,6.63288158,0.168279882,100
,,,Ireland,2.255923207,2.931040528,5.168621061,8.572604024,0.818020625,0.565697116,3.069843109,0.341753839,0.450197242,0.203547937,24.37724869,,Ireland,9.254215831,12.02367242,21.2026432,35.1664133,3.355672477,2.320594597,12.59306638,1.401937697,1.846792672,0.834991427,100
,,,Israel,4.648150306,6.59797327,5.803933239,11.22653952,1.481385194,0,4.812002778,0.533004301,1.302677758,5.041171972,41.44683833,,Israel,11.2147283,15.91912323,14.00331961,27.08660049,3.574181417,0,11.61005995,1.285995079,3.143008756,12.16298317,100
,,,Italy,7.92594375,4.024551889,7.434598672,22.85824662,1.84849791,0.51347591,6.407229808,0.931108251,0.811081549,1.360555043,54.1152894,,Italy,14.6464037,7.436995965,13.73844389,42.2399046,3.415851473,0.948855518,11.8399622,1.720601075,1.498802941,2.514178633,100
,,,Japan,3.765649707,3.459103756,9.196105496,17.9318915,1.233683177,0.633715176,5.630790967,1.154102457,0.450016955,1.00837436,44.46343355,,Japan,8.469093379,7.779659553,20.68240071,40.32952489,2.774601685,1.425250202,12.66386898,2.595621536,1.012105723,2.26787335,100
,,,Korea,4.302699959,5.401907558,5.730472356,9.009000824,1.376998397,1.219080775,5.818435116,1.142049665,1.066023267,2.680138458,37.74680637,,Korea,11.39884502,14.31089959,15.18134355,23.86692197,3.64798649,3.229626271,15.4143772,3.025553086,2.824141613,7.100305206,100
,,,Latvia,3.773614151,5.618260955,6.312855922,13.90845159,2.200070485,1.001261463,7.241221497,0.564395893,1.453869667,2.34781135,44.42181298,,Latvia,8.494957541,12.64752737,14.21116226,31.30995936,4.952680536,2.25398604,16.30104899,1.270537727,3.272873324,5.285266839,100
,,,Lithuania,3.058123016,4.748778112,5.850479336,14.25704645,1.274989609,0.614485889,3.952611206,0.531976042,1.187256499,1.825733985,37.30148015,,Lithuania,8.198395893,12.73080343,15.68430881,38.22112794,3.418067068,1.647349881,10.5963924,1.426152635,3.182866992,4.894534957,100
,,,Netherlands,3.839248691,5.05187879,8.547566182,16.36229349,1.922495971,0.438669541,5.783683882,1.371258702,1.243758522,1.27867749,45.83953126,,Netherlands,8.375410013,11.02079068,18.64671376,35.69472252,4.193969524,0.956967773,12.61724045,2.991432645,2.713288045,2.789464584,100
,,,Norway,4.158542319,4.958210855,8.589307677,18.59339162,1.078349899,0.719841771,5.854326839,0.925867006,1.691961763,1.723208647,48.29300839,,Norway,8.61106495,10.26693308,17.78582027,38.50120801,2.232931711,1.4905714,12.12251428,1.917186435,3.503533574,3.568236281,100
,,,Poland,4.140558932,4.924277791,5.754519246,17.28740791,2.168686453,0.464765352,6.043215488,0.559394931,1.169245111,1.575646201,44.08771741,,Poland,9.391638251,11.16927362,13.0524318,39.21139247,4.919026386,1.054183295,13.70725418,1.268822619,2.65208811,3.573889268,100
,,,Portugal,6.712689002,4.607800109,7.565298417,18.1468677,1.791253191,0.598236891,5.477085971,0.796368639,0.962966489,0.80056205,47.45912846,,Portugal,14.14414723,9.708985939,15.94066023,38.23683302,3.774306965,1.260530714,11.54063749,1.678009405,2.029043768,1.686845242,100
,,,Slovak Rep.,5.834809168,4.259068667,6.898140007,15.92491664,2.226586152,0.45859727,6.679179934,0.926979519,1.024839271,1.306818191,45.53993482,,Slovakia,12.81251102,9.352382,15.14745253,34.9691248,4.889304652,1.007022237,14.6666436,2.035531061,2.250418835,2.86960927,100
,,,Slovenia,5.180803459,5.661916595,8.129323833,17.85524242,1.748071176,0.540869714,6.836963509,0.659158663,1.431116473,1.183138154,49.226604,,Slovenia,10.52439746,11.5017412,16.51408623,36.27152997,3.551070019,1.098734567,13.88875721,1.339029324,2.907201304,2.403452722,100
,,,Spain,5.809586923,4.55186576,7.250734277,20.3285636,2.014333751,0.482127809,6.416644168,0.997635586,1.166826203,0.958692291,49.97701037,,Spain,11.62451871,9.107919275,14.50813929,40.67582964,4.030520705,0.96469918,12.8391917,1.996189004,2.334725896,1.918266586,100
,,,Sweden,6.63937208,6.648084282,7.307204262,18.48169654,1.33287573,0.65089989,4.83507146,0.542872234,1.35853845,1.297188511,49.09380344,,Sweden,13.52384948,13.54159551,14.88416816,37.64568081,2.714957157,1.325829014,9.848638976,1.105785652,2.767229986,2.642265255,100
,,,Switzerland,4.265272509,5.6095122,2.780454653,14.13477289,1.646414943,0.207144811,4.822189183,0.558915785,1.076139469,0.793605554,35.894422,,Switzerland,11.88282823,15.62781036,7.746202609,39.37874495,4.58682673,0.57709471,13.43436923,1.557110421,2.998068805,2.210943957,100
,,,United Kingdom,4.68131794,5.404278924,9.865114123,16.01074219,2.069455566,0.829174473,5.760264859,0.725544081,0.615215148,2.151895797,48.1130031,,U.K.,9.729839418,11.23247059,20.50404982,33.27737026,4.30123965,1.72338956,11.97236607,1.507999989,1.278687898,4.47258674,100
,,,United States,5.53993456,5.623093525,10.29175163,12.1277085,1.972856925,0.765589105,5.086732317,0,0.268190276,3.256784697,44.93264154,,U.S.A.,12.32942104,12.51449577,22.90484441,26.99086473,4.390698737,1.703859553,11.32079518,0,0.596871821,7.248148751,100
